text,label
I feel comfortable running two miles I shouldnt have a problem running,1
I am feeling grumpy I put this on,3
I am very very very very sorry I havent been feeling very well,1
I am feeling romantic lately so I decided to go with this nail design,2
I was exceptionally hurt by it and I m definitely still feeling the impact when it comes to trusting people,1
I feel so honored to have lindo guest starring on this post,1
I feel like the one who is being blamed and the one who would get upset if problems arose in the future,0
I feel really terrific so far,1
I feel completely shaken up,4
I feel lethargic and crave junk food and pop,0
I always jumble words and letters and I feel like the inhalers I took back in college are the culprit for my brain being permanently damaged,0
I am temporarily wounded feeling like an idiot and have already missed yoga because of the fall,0
I told justin a couple days ago that I am feeling better physically than I have in a while,1
I like about this song is how it feels bouncy and matches tiggers bouncy personality,1
I feel been accepted and although sip compliant voip services may be used as part of an institution s telephony infrastructure on the desktop and indeed on mobile phones skype probably is the safe mainstream option,1
I would very much like to come back here at a quieter time perhaps or if I am feeling a bit brave then maybe during the night,1
I do not feel any safe,1
I found myself feeling inhibited and shushing her quite a lot,4
I feel embarrassed that I am doing it because I think people like me insert liberal amount of negative self talk about weight dont do things like this,0
I was able to be myself and not feel pressured to talk in a group so it was in a way better than all the years in secondary school,4
I did take a surprise two hour nap this afternoon though and woke up feeling not as exhausted as I did this morning so maybe thats a good sign,0
I am trying really hard because I really want to feel faithful and close to him,2
I only feel irritated by it,3
I can feel superior on that point,1
I said that dancing makes me feel vaguely elegant,1
I get what shes saying but on another I feel pissed that she has to have a thick skin to put up with the crap women heap on each other,3
